f array_size kin_E deflec np s_h_c r_c_c p_c_c ke_over_c conf_perc
498 20 10 0.250000 10000 185 61 109 145 2000.000000
499 20 10 0.250000 10000 185 61 109 146 1996.007984
500 20 10 0.250000 10000 185 61 109 147 1992.031873
501 20 10 0.250000 10000 185 62 109 147 1988.071571
502 20 10 0.250000 10000 185 62 109 148 1984.126984
503 20 10 0.250000 10000 186 62 109 148 1980.198020
504 20 10 0.250000 10000 187 62 109 148 1976.284585
505 20 10 0.250000 10000 188 62 109 148 1972.386588
506 20 10 0.250000 10000 188 62 109 149 1968.503937
507 20 10 0.250000 10000 188 62 109 150 1964.636542
508 20 10 0.250000 10000 188 62 110 150 1960.784314
509 20 10 0.250000 10000 188 62 110 151 1956.947162
510 20 10 0.250000 10000 188 62 110 152 1953.125000
511 20 10 0.250000 10000 188 62 111 152 1949.317739
512 20 10 0.250000 10000 188 62 112 152 1945.525292
513 20 10 0.250000 10000 188 63 112 152 1941.747573
514 20 10 0.250000 10000 189 63 112 152 1937.984496
515 20 10 0.250000 10000 189 63 113 152 1934.235977
516 20 10 0.250000 10000 189 63 113 153 1930.501931
517 20 10 0.250000 10000 189 63 114 153 1926.782274
518 20 10 0.250000 10000 189 63 115 153 1923.076923
519 20 10 0.250000 10000 189 63 115 154 1919.385797
520 20 10 0.250000 10000 189 64 115 154 1915.708812
521 20 10 0.250000 10000 189 64 116 154 1912.045889
522 20 10 0.250000 10000 189 64 117 154 1908.396947
523 20 10 0.250000 10000 189 65 117 154 1904.761905
524 20 10 0.250000 10000 189 66 117 154 1901.140684
525 20 10 0.250000 10000 189 66 118 154 1897.533207
526 20 10 0.250000 10000 189 66 118 155 1893.939394
527 20 10 0.250000 10000 189 66 119 155 1890.359168
528 20 10 0.250000 10000 189 66 119 156 1886.792453
529 20 10 0.250000 10000 190 66 119 156 1883.239171
530 20 10 0.250000 10000 190 66 119 157 1879.699248
531 20 10 0.250000 10000 191 66 119 157 1876.172608
532 20 10 0.250000 10000 191 66 119 158 1872.659176
533 20 10 0.250000 10000 192 66 119 158 1869.158879
534 20 10 0.250000 10000 192 66 119 159 1865.671642
535 20 10 0.250000 10000 192 66 120 159 1862.197393
536 20 10 0.250000 10000 192 67 120 159 1858.736059
537 20 10 0.250000 10000 192 67 121 159 1855.287570
538 20 10 0.250000 10000 192 68 121 159 1851.851852
539 20 10 0.250000 10000 193 68 121 159 1848.428835
540 20 10 0.250000 10000 194 68 121 159 1845.018450
541 20 10 0.250000 10000 195 68 121 159 1841.620626
542 20 10 0.250000 10000 195 68 121 160 1838.235294
543 20 10 0.250000 10000 196 68 121 160 1834.862385
544 20 10 0.250000 10000 196 68 121 161 1831.501832
545 20 10 0.250000 10000 196 68 122 161 1828.153565
546 20 10 0.250000 10000 197 68 122 161 1824.817518
547 20 10 0.250000 10000 198 68 122 162 1818.181818
548 20 10 0.250000 10000 199 68 122 162 1814.882033
549 20 10 0.250000 10000 199 69 122 162 1811.594203
550 20 10 0.250000 10000 199 69 123 162 1808.318264
551 20 10 0.250000 10000 199 69 124 162 1805.054152
552 20 10 0.250000 10000 200 69 124 162 1801.801802
553 20 10 0.250000 10000 200 69 124 163 1798.561151
554 20 10 0.250000 10000 201 69 124 163 1795.332136
555 20 10 0.250000 10000 202 69 124 163 1792.114695
556 20 10 0.250000 10000 203 69 124 163 1788.908766
557 20 10 0.250000 10000 204 69 124 163 1785.714286
558 20 10 0.250000 10000 204 69 125 163 1782.531194
559 20 10 0.250000 10000 204 70 125 163 1779.359431
560 20 10 0.250000 10000 204 70 125 164 1776.198934
561 20 10 0.250000 10000 205 70 125 164 1773.049645
562 20 10 0.250000 10000 205 71 125 164 1769.911504
563 20 10 0.250000 10000 205 71 126 164 1766.784452
564 20 10 0.250000 10000 205 71 126 165 1763.668430
565 20 10 0.250000 10000 206 71 126 165 1760.563380
566 20 10 0.250000 10000 207 71 126 165 1757.469244
567 20 10 0.250000 10000 207 71 127 165 1754.385965
568 20 10 0.250000 10000 207 71 128 165 1751.313485
569 20 10 0.250000 10000 207 71 128 166 1748.251748
570 20 10 0.250000 10000 208 71 128 166 1745.200698
571 20 10 0.250000 10000 208 72 128 166 1742.160279
572 20 10 0.250000 10000 209 72 128 166 1739.130435
573 20 10 0.250000 10000 209 72 128 167 1736.111111
574 20 10 0.250000 10000 209 72 128 168 1733.102253
575 20 10 0.250000 10000 209 72 129 168 1730.103806
576 20 10 0.250000 10000 210 72 129 168 1727.115717
577 20 10 0.250000 10000 211 72 129 168 1724.137931
578 20 10 0.250000 10000 211 72 129 169 1721.170396
579 20 10 0.250000 10000 211 72 130 169 1718.213058
580 20 10 0.250000 10000 211 72 130 170 1715.265866
581 20 10 0.250000 10000 211 72 131 170 1712.328767
582 20 10 0.250000 10000 212 72 131 170 1709.401709
583 20 10 0.250000 10000 212 72 131 171 1706.484642
584 20 10 0.250000 10000 213 72 131 171 1703.577513
585 20 10 0.250000 10000 214 72 131 171 1700.680272
586 20 10 0.250000 10000 214 72 131 172 1697.792869
587 20 10 0.250000 10000 214 72 131 173 1694.915254
588 20 10 0.250000 10000 215 72 131 173 1692.047377
589 20 10 0.250000 10000 215 72 131 174 1689.189189
590 20 10 0.250000 10000 215 73 131 174 1686.340641
591 20 10 0.250000 10000 215 73 131 175 1683.501684
592 20 10 0.250000 10000 216 73 131 175 1680.672269
593 20 10 0.250000 10000 216 74 131 175 1677.852349
594 20 10 0.250000 10000 216 74 132 175 1675.041876
595 20 10 0.250000 10000 216 74 132 176 1672.240803
596 20 10 0.250000 10000 217 74 132 176 1669.449082
597 20 10 0.250000 10000 217 74 132 177 1666.666667
598 20 10 0.250000 10000 217 74 132 178 1663.893511
599 20 10 0.250000 10000 217 74 133 178 1661.129568
600 20 10 0.250000 10000 218 74 133 178 1658.374793
601 20 10 0.250000 10000 219 74 133 178 1655.629139
602 20 10 0.250000 10000 220 74 133 178 1652.892562
603 20 10 0.250000 10000 220 75 133 178 1650.165017
604 20 10 0.250000 10000 220 75 134 178 1647.446458
605 20 10 0.250000 10000 221 75 134 178 1644.736842
606 20 10 0.250000 10000 221 75 134 179 1642.036125
607 20 10 0.250000 10000 222 75 134 179 1639.344262
608 20 10 0.250000 10000 222 76 134 179 1636.661211
609 20 10 0.250000 10000 223 76 134 179 1633.986928
610 20 10 0.250000 10000 224 76 134 179 1631.321370
611 20 10 0.250000 10000 224 76 135 179 1628.664495
612 20 10 0.250000 10000 224 76 135 180 1626.016260
613 20 10 0.250000 10000 224 76 135 181 1623.376623
614 20 10 0.250000 10000 224 76 136 181 1620.745543
615 20 10 0.250000 10000 224 76 136 182 1618.122977
616 20 10 0.250000 10000 225 76 136 182 1615.508885
617 20 10 0.250000 10000 225 76 137 182 1612.903226
618 20 10 0.250000 10000 226 76 137 182 1610.305958
619 20 10 0.250000 10000 226 76 138 182 1607.717042
620 20 10 0.250000 10000 227 76 138 182 1605.136437
621 20 10 0.250000 10000 227 77 138 182 1602.564103
622 20 10 0.250000 10000 228 77 138 182 1600.000000
623 20 10 0.250000 10000 228 77 138 183 1597.444089
624 20 10 0.250000 10000 228 77 138 184 1594.896332
625 20 10 0.250000 10000 228 78 138 184 1592.356688
626 20 10 0.250000 10000 228 78 139 184 1589.825119
627 20 10 0.250000 10000 228 78 139 185 1587.301587
628 20 10 0.250000 10000 228 79 139 185 1584.786054
629 20 10 0.250000 10000 229 79 139 185 1582.278481
630 20 10 0.250000 10000 229 79 139 186 1579.778831
631 20 10 0.250000 10000 229 79 139 187 1577.287066
632 20 10 0.250000 10000 229 80 139 187 1574.803150
633 20 10 0.250000 10000 230 80 139 187 1572.327044
634 20 10 0.250000 10000 230 80 140 187 1569.858713
635 20 10 0.250000 10000 230 80 140 188 1567.398119
636 20 10 0.250000 10000 230 80 140 189 1564.945227
637 20 10 0.250000 10000 231 80 140 189 1562.500000
638 20 10 0.250000 10000 232 80 140 189 1560.062402
639 20 10 0.250000 10000 233 80 140 189 1557.632399
640 20 10 0.250000 10000 233 80 140 190 1555.209953
641 20 10 0.250000 10000 234 80 140 190 1552.795031
642 20 10 0.250000 10000 235 80 140 190 1550.387597
643 20 10 0.250000 10000 236 80 140 190 1547.987616
644 20 10 0.250000 10000 237 80 140 190 1545.595054
645 20 10 0.250000 10000 237 80 140 191 1543.209877
646 20 10 0.250000 10000 237 81 140 191 1540.832049
647 20 10 0.250000 10000 237 82 140 191 1538.461538
648 20 10 0.250000 10000 237 82 140 192 1536.098310
649 20 10 0.250000 10000 237 82 140 193 1533.742331
650 20 10 0.250000 10000 237 82 140 194 1531.393568
651 20 10 0.250000 10000 238 82 140 194 1529.051988
652 20 10 0.250000 10000 238 82 140 195 1526.717557
653 20 10 0.250000 10000 239 82 140 195 1524.390244
654 20 10 0.250000 10000 240 82 140 195 1522.070015
655 20 10 0.250000 10000 240 82 141 195 1519.756839
656 20 10 0.250000 10000 241 82 141 195 1517.450683
657 20 10 0.250000 10000 241 83 141 195 1515.151515
658 20 10 0.250000 10000 241 83 141 196 1512.859304
659 20 10 0.250000 10000 242 83 141 196 1510.574018
660 20 10 0.250000 10000 242 84 141 196 1508.295626
661 20 10 0.250000 10000 242 84 141 197 1506.024096
662 20 10 0.250000 10000 242 84 141 198 1503.759398
663 20 10 0.250000 10000 243 84 141 198 1501.501502
664 20 10 0.250000 10000 243 84 142 198 1499.250375
665 20 10 0.250000 10000 244 84 142 199 1494.768311
666 20 10 0.250000 10000 245 84 142 199 1492.537313
667 20 10 0.250000 10000 246 84 142 199 1490.312966
668 20 10 0.250000 10000 246 85 142 199 1488.095238
669 20 10 0.250000 10000 246 86 142 199 1485.884101
670 20 10 0.250000 10000 246 86 142 200 1483.679525
671 20 10 0.250000 10000 246 86 143 200 1481.481481
672 20 10 0.250000 10000 246 86 144 200 1479.289941
673 20 10 0.250000 10000 247 86 144 200 1477.104874
674 20 10 0.250000 10000 247 86 145 200 1474.926254
675 20 10 0.250000 10000 247 86 145 201 1472.754050
676 20 10 0.250000 10000 247 86 145 202 1470.588235
677 20 10 0.250000 10000 247 86 145 203 1468.428781
678 20 10 0.250000 10000 248 86 145 203 1466.275660
679 20 10 0.250000 10000 248 86 145 204 1464.128843
680 20 10 0.250000 10000 248 86 146 204 1461.988304
681 20 10 0.250000 10000 248 87 146 204 1459.854015
682 20 10 0.250000 10000 248 87 146 205 1457.725948
683 20 10 0.250000 10000 248 87 146 206 1455.604076
684 20 10 0.250000 10000 248 87 147 206 1453.488372
685 20 10 0.250000 10000 248 87 148 206 1451.378810
686 20 10 0.250000 10000 248 87 149 206 1449.275362
687 20 10 0.250000 10000 249 87 149 206 1447.178003
688 20 10 0.250000 10000 249 87 150 206 1445.086705
689 20 10 0.250000 10000 249 87 150 207 1443.001443
690 20 10 0.250000 10000 250 87 150 207 1440.922190
691 20 10 0.250000 10000 250 87 151 207 1438.848921
692 20 10 0.250000 10000 251 87 151 207 1436.781609
693 20 10 0.250000 10000 252 87 151 207 1434.720230
694 20 10 0.250000 10000 253 87 151 207 1432.664756
695 20 10 0.250000 10000 253 87 152 207 1430.615165
696 20 10 0.250000 10000 253 87 152 208 1428.571429
697 20 10 0.250000 10000 254 87 152 208 1426.533524
698 20 10 0.250000 10000 254 87 153 208 1424.501425
699 20 10 0.250000 10000 255 87 153 208 1422.475107
700 20 10 0.250000 10000 256 87 153 208 1420.454545
701 20 10 0.250000 10000 257 87 153 208 1418.439716
702 20 10 0.250000 10000 257 87 153 209 1416.430595
703 20 10 0.250000 10000 258 87 153 209 1414.427157
704 20 10 0.250000 10000 258 87 153 210 1412.429379
705 20 10 0.250000 10000 259 87 153 210 1410.437236
706 20 10 0.250000 10000 259 87 153 211 1408.450704
707 20 10 0.250000 10000 259 87 153 212 1406.469761
708 20 10 0.250000 10000 259 87 153 213 1404.494382
709 20 10 0.250000 10000 259 87 153 214 1402.524544
710 20 10 0.250000 10000 259 87 153 215 1400.560224
711 20 10 0.250000 10000 260 87 153 215 1398.601399
712 20 10 0.250000 10000 260 87 153 216 1396.648045
713 20 10 0.250000 10000 260 87 154 216 1394.700139
714 20 10 0.250000 10000 260 87 155 216 1392.757660
715 20 10 0.250000 10000 260 87 155 217 1390.820584
716 20 10 0.250000 10000 261 87 155 217 1388.888889
717 20 10 0.250000 10000 261 87 156 217 1386.962552
718 20 10 0.250000 10000 262 87 156 217 1385.041551
719 20 10 0.250000 10000 262 87 157 217 1383.125864
720 20 10 0.250000 10000 263 87 157 217 1381.215470
721 20 10 0.250000 10000 263 88 157 218 1377.410468
722 20 10 0.250000 10000 263 88 157 219 1375.515818
723 20 10 0.250000 10000 264 88 157 219 1373.626374
724 20 10 0.250000 10000 264 88 157 220 1371.742112
725 20 10 0.250000 10000 265 88 157 220 1369.863014
726 20 10 0.250000 10000 266 88 157 220 1367.989056
727 20 10 0.250000 10000 266 88 158 220 1366.120219
728 20 10 0.250000 10000 266 88 159 220 1364.256480
729 20 10 0.250000 10000 266 89 159 220 1362.397820
730 20 10 0.250000 10000 266 90 159 220 1360.544218
731 20 10 0.250000 10000 266 90 159 221 1358.695652
732 20 10 0.250000 10000 266 91 159 221 1356.852103
733 20 10 0.250000 10000 266 91 159 222 1355.013550
734 20 10 0.250000 10000 266 91 159 223 1353.179973
735 20 10 0.250000 10000 266 91 159 224 1351.351351
736 20 10 0.250000 10000 266 91 160 224 1349.527665
737 20 10 0.250000 10000 267 91 160 224 1347.708895
738 20 10 0.250000 10000 268 91 160 224 1345.895020
739 20 10 0.250000 10000 268 91 160 225 1344.086022
740 20 10 0.250000 10000 269 91 160 225 1342.281879
741 20 10 0.250000 10000 269 91 160 226 1340.482574
742 20 10 0.250000 10000 269 91 161 226 1338.688086
743 20 10 0.250000 10000 270 91 161 226 1336.898396
744 20 10 0.250000 10000 271 91 161 226 1335.113485
745 20 10 0.250000 10000 271 92 161 226 1333.333333
746 20 10 0.250000 10000 271 92 162 226 1331.557923
747 20 10 0.250000 10000 271 92 162 227 1329.787234
748 20 10 0.250000 10000 271 92 163 227 1328.021248
749 20 10 0.250000 10000 271 92 164 227 1326.259947
750 20 10 0.250000 10000 271 92 164 228 1324.503311
751 20 10 0.250000 10000 272 92 164 228 1322.751323
752 20 10 0.250000 10000 273 92 164 228 1321.003963
753 20 10 0.250000 10000 273 92 164 229 1319.261214
754 20 10 0.250000 10000 273 93 164 229 1317.523057
755 20 10 0.250000 10000 274 93 164 229 1315.789474
756 20 10 0.250000 10000 275 93 164 229 1314.060447
757 20 10 0.250000 10000 276 93 164 229 1312.335958
758 20 10 0.250000 10000 276 93 165 229 1310.615990
759 20 10 0.250000 10000 277 93 165 229 1308.900524
760 20 10 0.250000 10000 278 93 165 229 1307.189542
761 20 10 0.250000 10000 278 93 165 230 1305.483029
762 20 10 0.250000 10000 278 93 166 230 1303.780965
763 20 10 0.250000 10000 278 93 166 231 1302.083333
764 20 10 0.250000 10000 278 94 166 231 1300.390117
765 20 10 0.250000 10000 278 94 166 232 1298.701299
766 20 10 0.250000 10000 278 94 167 232 1297.016861
767 20 10 0.250000 10000 279 94 167 232 1295.336788
768 20 10 0.250000 10000 279 94 167 233 1293.661061
769 20 10 0.250000 10000 280 94 167 233 1291.989664
770 20 10 0.250000 10000 280 94 168 233 1290.322581
771 20 10 0.250000 10000 281 94 168 233 1288.659794
772 20 10 0.250000 10000 282 94 168 233 1287.001287
773 20 10 0.250000 10000 282 94 168 234 1285.347044
774 20 10 0.250000 10000 283 94 168 234 1283.697047
775 20 10 0.250000 10000 283 95 168 234 1282.051282
776 20 10 0.250000 10000 284 95 168 234 1280.409731
777 20 10 0.250000 10000 284 95 168 235 1278.772379
778 20 10 0.250000 10000 285 95 168 235 1277.139208
779 20 10 0.250000 10000 286 95 168 235 1275.510204
780 20 10 0.250000 10000 286 95 169 235 1273.885350
781 20 10 0.250000 10000 286 96 169 235 1272.264631
782 20 10 0.250000 10000 286 96 169 236 1270.648030
783 20 10 0.250000 10000 286 96 170 236 1269.035533
784 20 10 0.250000 10000 286 96 170 237 1267.427123
785 20 10 0.250000 10000 286 96 170 238 1265.822785
786 20 10 0.250000 10000 286 96 171 238 1264.222503
787 20 10 0.250000 10000 287 96 171 238 1262.626263
788 20 10 0.250000 10000 288 96 171 238 1261.034048
789 20 10 0.250000 10000 288 96 171 239 1259.445844
790 20 10 0.250000 10000 289 96 171 239 1257.861635
791 20 10 0.250000 10000 289 97 171 239 1256.281407
792 20 10 0.250000 10000 289 98 171 239 1254.705144
793 20 10 0.250000 10000 290 98 171 239 1253.132832
794 20 10 0.250000 10000 290 98 171 240 1251.564456
795 20 10 0.250000 10000 291 98 171 240 1250.000000
796 20 10 0.250000 10000 291 98 172 240 1248.439451
797 20 10 0.250000 10000 292 98 172 240 1246.882793
798 20 10 0.250000 10000 292 98 172 241 1245.330012
799 20 10 0.250000 10000 292 98 173 241 1243.781095
800 20 10 0.250000 10000 293 98 173 241 1242.236025
801 20 10 0.250000 10000 293 98 173 242 1240.694789
802 20 10 0.250000 10000 293 99 173 242 1239.157373
803 20 10 0.250000 10000 293 99 173 243 1237.623762
804 20 10 0.250000 10000 293 99 173 244 1236.093943
805 20 10 0.250000 10000 294 99 173 244 1234.567901
806 20 10 0.250000 10000 295 99 173 244 1233.045623
807 20 10 0.250000 10000 296 99 173 244 1231.527094
808 20 10 0.250000 10000 297 99 173 244 1230.012300
809 20 10 0.250000 10000 297 99 173 245 1228.501229
810 20 10 0.250000 10000 298 99 173 245 1226.993865
811 20 10 0.250000 10000 299 99 173 245 1225.490196
812 20 10 0.250000 10000 299 99 173 246 1223.990208
813 20 10 0.250000 10000 299 99 174 246 1222.493888
814 20 10 0.250000 10000 300 99 174 246 1221.001221
815 20 10 0.250000 10000 301 99 174 246 1219.512195
816 20 10 0.250000 10000 301 99 174 247 1218.026797
817 20 10 0.250000 10000 301 99 174 248 1216.545012
818 20 10 0.250000 10000 301 100 174 248 1215.066829
819 20 10 0.250000 10000 301 100 175 248 1213.592233
820 20 10 0.250000 10000 301 101 175 248 1212.121212
821 20 10 0.250000 10000 302 101 175 248 1210.653753
822 20 10 0.250000 10000 302 101 175 249 1209.189843
823 20 10 0.250000 10000 302 101 175 250 1207.729469
824 20 10 0.250000 10000 303 101 175 250 1206.272618
825 20 10 0.250000 10000 304 101 175 250 1204.819277
826 20 10 0.250000 10000 304 101 176 250 1203.369434
827 20 10 0.250000 10000 305 101 176 250 1201.923077
828 20 10 0.250000 10000 305 102 176 250 1200.480192
829 20 10 0.250000 10000 305 102 177 250 1199.040767
830 20 10 0.250000 10000 306 102 177 250 1197.604790
831 20 10 0.250000 10000 307 102 177 250 1196.172249
832 20 10 0.250000 10000 307 102 177 251 1194.743130
833 20 10 0.250000 10000 307 102 178 251 1193.317422
834 20 10 0.250000 10000 307 102 178 252 1191.895113
835 20 10 0.250000 10000 307 102 178 253 1190.476190
836 20 10 0.250000 10000 308 102 178 253 1189.060642
837 20 10 0.250000 10000 308 102 178 254 1187.648456
838 20 10 0.250000 10000 309 102 178 254 1186.239620
839 20 10 0.250000 10000 310 102 178 254 1184.834123
840 20 10 0.250000 10000 311 102 178 254 1183.431953
841 20 10 0.250000 10000 312 102 178 254 1182.033097
842 20 10 0.250000 10000 312 102 179 254 1180.637544
843 20 10 0.250000 10000 313 102 179 254 1179.245283
844 20 10 0.250000 10000 313 102 179 255 1177.856302
845 20 10 0.250000 10000 314 102 179 255 1176.470588
846 20 10 0.250000 10000 315 102 179 255 1175.088132
847 20 10 0.250000 10000 315 102 179 256 1173.708920
848 20 10 0.250000 10000 315 102 179 257 1172.332943
849 20 10 0.250000 10000 315 103 179 257 1170.960187
850 20 10 0.250000 10000 315 103 180 257 1169.590643
851 20 10 0.250000 10000 315 103 181 257 1168.224299
852 20 10 0.250000 10000 316 103 181 257 1166.861144
853 20 10 0.250000 10000 316 103 181 258 1165.501166
854 20 10 0.250000 10000 316 104 181 258 1164.144354
855 20 10 0.250000 10000 317 104 181 258 1162.790698
856 20 10 0.250000 10000 318 104 181 258 1161.440186
857 20 10 0.250000 10000 319 104 181 258 1160.092807
858 20 10 0.250000 10000 320 104 181 258 1158.748552
859 20 10 0.250000 10000 320 105 181 258 1157.407407
860 20 10 0.250000 10000 320 105 181 259 1156.069364
861 20 10 0.250000 10000 320 105 181 260 1154.734411
862 20 10 0.250000 10000 321 105 181 260 1153.402537
863 20 10 0.250000 10000 321 105 182 260 1152.073733
864 20 10 0.250000 10000 322 105 182 260 1150.747986
865 20 10 0.250000 10000 322 105 182 261 1149.425287
866 20 10 0.250000 10000 323 105 182 261 1148.105626
867 20 10 0.250000 10000 324 105 182 261 1146.788991
868 20 10 0.250000 10000 325 105 182 261 1145.475372
869 20 10 0.250000 10000 326 105 182 261 1144.164760
870 20 10 0.250000 10000 327 105 182 261 1142.857143
871 20 10 0.250000 10000 327 105 182 262 1141.552511
872 20 10 0.250000 10000 328 105 182 262 1140.250855
873 20 10 0.250000 10000 328 106 182 262 1138.952164
874 20 10 0.250000 10000 328 106 183 262 1137.656428
875 20 10 0.250000 10000 329 106 183 262 1136.363636
876 20 10 0.250000 10000 330 106 183 262 1135.073780
877 20 10 0.250000 10000 330 107 183 262 1133.786848
878 20 10 0.250000 10000 331 107 183 262 1132.502831
879 20 10 0.250000 10000 332 107 183 262 1131.221719
880 20 10 0.250000 10000 332 107 184 262 1129.943503
881 20 10 0.250000 10000 332 107 184 263 1128.668172
882 20 10 0.250000 10000 333 107 184 263 1127.395716
883 20 10 0.250000 10000 334 107 184 263 1126.126126
884 20 10 0.250000 10000 334 107 184 264 1124.859393
885 20 10 0.250000 10000 334 107 184 265 1123.595506
886 20 10 0.250000 10000 335 107 184 266 1121.076233
887 20 10 0.250000 10000 335 107 184 267 1119.820829
